"","Site","Date","Location.x","Ca","Cr","Cu","Fe","Mg","Mn","Na","Ni","Pb","V","Zn","date","year","ID","ID4RanEf","Location.y","StreetName","Zone","RoadType","RoadSurface","LandCoverCode","PercTree","PercPaved","LandCoverName","LandCoverCategory","LandCoverDefinition","LandUse","LandOwnership","LandUseIntensity","LandUseCat","good","bad","good2bad"
"94","KNA12","8/17/2010","0",5367.379641,31.0559809,18.79294725,18006.78071,5871.388771,378.5846938,499.4294708,25.56305738,5.047716731,46.05842051,49.96686535,2010-08-17,"2010","KNA12_0","KNA12_0_2010",0,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","750 General Industrial","Federal","2","Industrial",0.298276238751909,0.496208933310642,-0.197932694558733
"95","KNA12","8/17/2010","10",3740.20189,30.11416182,13.13508321,17044.37357,4522.967827,300.226153,35.277864835,17.72907578,8.214889201,57.72547727,68.96429321,2010-08-17,"2010","KNA12_10","KNA12_10_2010",10,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","750 General Industrial","Federal","2","Industrial",-0.112049813167818,0.191138166836395,-0.303187980004212
"96","KNA12","8/17/2010","20",570.4673773,1.815918964,1.133242151,929.3204163,35.33036646,51.36351011,21.51022965,0.2927099465,0.770693677,3.174442922,3.856660943,2010-08-17,"2010","KNA12_20","KNA12_20_2010",20,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",43,70,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","750 General Industrial","Federal","2","Industrial",-3.94219809741123,-2.58574882048398,-1.35644927692725
"97","KNA12","8/17/2010","40",3191.117216,9.899235826,7.429056083,5802.23234,1231.899617,104.5913929,554.0090639,5.362859142,4.026459731,25.93512313,17.05919163,2010-08-17,"2010","KNA12_40","KNA12_40_2010",40,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",43,56,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","750 General Industrial","Federal","2","Industrial",-0.86740198802039,-0.472184290157372,-0.395217697863018
"98","KNA12","8/17/2010","5",4687.427219,30.43913662,18.78560185,17370.50464,6112.18527,323.6340945,459.4318882,20.7672366,6.498503688,51.45591746,56.059196,2010-08-17,"2010","KNA12_5","KNA12_5_2010",5,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","750 General Industrial","Federal","2","Industrial",0.211327274641786,0.494998928596882,-0.283671653955097
"99","KNA12","8/17/2010","80",3891.157986,25.56990292,11.8695153,20715.42466,3351.249269,383.6762473,595.8146559,13.78912788,6.32556204,60.55234171,41.47255305,2010-08-17,"2010","KNA12_80","KNA12_80_2010",80,"SWANSON RIVER RD","REMOTE","Refuge Road","Gravel",43,46,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","750 General Industrial","Federal","2","Industrial",-0.226333527199156,0.421662474375643,-0.647996001574799
"100","KNA14","7/11/2012","5",3324.752722,30.60477789,11.30528031,20219.6116,6135.458114,327.6319616,119.20556885,22.59795671,5.038937579,49.14812981,41.69528163,2012-07-11,"2012","KNA14_5","KNA14_5_2012",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,59,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.0567312903315503,0.229517951329879,-0.286249241661429
"101","KNA14","7/11/2012","50",1972.081545,0.8032408005,0.695383303,1630.190619,133.93924855,36.20501226,119.20556885,0.5455440155,0.461008702,0.6081317645,20.35818114,2012-07-11,"2012","KNA14_50","KNA14_50_2012",50,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,58,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",-2.32141599127342,-2.49343400981504,0.172018018541619
"102","KNA14","8/23/2011","5",4014.645988,34.21972247,6.068579825,19838.76639,6519.140323,335.5795988,282.3406029,23.95179714,5.231775406,53.09642371,48.42926145,2011-08-23,"2011","KNA14_5","KNA14_5_2011",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,59,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.120837418232378,0.293441792582529,-0.172604374350151
"103","KNA14","8/23/2011","50",4393.641323,1.5801244685,5.337373731,4238.039174,1527.239344,114.2379393,198.1527479,3.326742005,2.266095907,3.082728786,36.10646337,2011-08-23,"2011","KNA14_50","KNA14_50_2011",50,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,58,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.511928696446969,-1.15544113360471,0.643512437157742
"104","KNA17","7/11/2012","5",4992.909556,34.61200313,12.35048132,18614.12029,5655.398398,364.6381782,323.221081,23.14156134,6.302909275,53.06527705,51.95450336,2012-07-11,"2012","KNA17_5","KNA17_5_2012",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",21,47,4," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","100 Residential Vacant","Federal","1","Residential Institutional",0.223276567571947,0.436686556095211,-0.213409988523264
"105","KNA17","7/11/2012","50",4400.359091,0.8032408005,0.695383303,2239.034599,975.7000607,142.8672448,119.20556885,0.5455440155,27.79688009,5.565861282,133.2760274,2012-07-11,"2012","KNA17_50","KNA17_50_2012",50,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,17,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.727969676144622,-1.30289841983621,0.574928743691585
"106","KNA17","8/17/2010","0",4630.250592,26.10624122,16.20000945,16700.36567,5244.363356,321.886722,200.055743,20.77091176,4.524289474,36.86443843,43.37351534,2010-08-17,"2010","KNA17_0","KNA17_0_2010",0,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",21,47,4," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","100 Residential Vacant","Federal","1","Residential Institutional",0.127438797255832,0.240367579311385,-0.112928782055553
"107","KNA17","8/17/2010","10",4544.137184,14.44011364,14.83128291,8103.51604,1523.930806,81.26589216,21.51022965,8.516651942,6.565295741,18.57971203,41.80786018,2010-08-17,"2010","KNA17_10","KNA17_10_2010",10,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",21,46,2," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.486516001792162,-0.510057217234961,0.0235412154427993
"108","KNA17","8/17/2010","20",3279.651025,10.49369515,10.81774053,5857.383555,1134.902303,59.51240292,21.51022965,6.725758947,4.837661027,13.60115265,31.5710307,2010-08-17,"2010","KNA17_20","KNA17_20_2010",20,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,44,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.885661503711507,-0.808801264858757,-0.07686023885275
"109","KNA17","8/17/2010","40",3091.532375,4.35339158,5.563020334,2073.990967,1178.969743,95.37930349,256.324874,3.246158307,2.247905258,6.520370185,38.2443112,2010-08-17,"2010","KNA17_40","KNA17_40_2010",40,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,17,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.913606777452356,-1.02895207647904,0.115345299026689
"110","KNA17","8/17/2010","5",5852.303113,32.04860341,20.02761812,20727.89459,7315.268779,525.7590447,619.7558082,28.14966863,6.516320817,55.47078394,66.1956976,2010-08-17,"2010","KNA17_5","KNA17_5_2010",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",21,47,4," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","100 Residential Vacant","Federal","1","Residential Institutional",0.472845895078211,0.692886123436229,-0.220040228358018
"111","KNA17","8/17/2010","80",4015.673228,3.583581435,7.824115584,2663.160821,924.2467275,231.0505735,43.020459295,0.2927099465,3.091652139,6.393890051,66.05601164,2010-08-17,"2010","KNA17_80","KNA17_80_2010",80,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,56,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.826119478699278,-1.20470805151323,0.378588572813955
"112","KNA17","8/23/2011","5",5350.14223,36.391236545,6.283757748,17931.868875,5632.064478,352.5991996,381.40181585,23.069449635,5.5016988305,53.026947985,49.473620765,2011-08-23,"2011","KNA17_5","KNA17_5_2011",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",21,47,4," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","100 Residential Vacant","Federal","1","Residential Institutional",0.275571710247245,0.335607420098075,-0.0600357098508301
"113","KNA17","8/23/2011","50",7828.503879,3.473408992,11.63569178,5345.152643,1874.001085,260.3202771,198.1527479,5.659718229,1.67947872,8.062116377,125.2161326,2011-08-23,"2011","KNA17_50","KNA17_50_2011",50,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,17,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.0411457503034128,-0.508178012645229,0.549323762948642
"114","KNA213","7/11/2012","5",2516.282481,23.88335163,14.66536673,17354.96791,3940.882523,313.6216889,225.2480329,17.00539254,6.121529724,43.31957517,37.07994701,2012-07-11,"2012","KNA213_5","KNA213_5_2012",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",21,42,5," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.490287447707351,0.243129651455683,-0.733417099163035
"115","KNA213","7/11/2012","50",16146.68806,14.28644881,24.42174889,21319.75216,2991.264173,560.8909532,292.5121003,17.78169747,4.802887799,21.14211173,37.63894153,2012-07-11,"2012","KNA213_50","KNA213_50_2012",50,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,60,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.836719362917408,0.276789229949618,0.55993013296779
"116","KNA213","8/16/2011","5",3279.948227,26.03404853,14.64282355,18105.09009,4220.933558,473.373361,137.95945475,16.29805809,6.257605742,49.15633007,34.34968799,2011-08-16,"2011","KNA213_5","KNA213_5_2011",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",21,42,5," Developed, Open Space ","Developed"," Includes areas with a mixture of some constructed materials, but mostly vegetation in the form of lawn grasses. Impervious surfaces account for less than 20 percent of total cover. These areas most commonly include large lot single family housing units, parks, golf courses, and vegetation planted in developed settings for recreation, erosion control, or aesthetic purposes  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.248738883133923,0.25788287757429,-0.506621760708214
"117","KNA213","8/16/2011","50",16773.063275,8.0087657025,13.95759817,7565.8657705,2607.5235565,482.42255065,227.335416925,9.438674818,4.1822841125,16.80273857,31.43594688,2011-08-16,"2011","KNA213_50","KNA213_50_2011",50,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",43,60,0," Mixed Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. Neither deciduous nor evergreen species are greater than 75 percent of total tree cover.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.800057829714251,-0.191650069715675,0.991707899429926
"118","KNA215","7/11/2012","5",3596.867754,30.47350124,10.54017451,20492.74437,4867.145257,265.6996499,301.643025,19.39922337,5.163490429,59.17913488,64.40806327,2012-07-11,"2012","KNA215_5","KNA215_5_2012",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",42,70,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-0.107196205253205,0.370156211145173,-0.477352416398379
"119","KNA215","7/11/2012","50",5477.161406,6.93643212,12.25537468,12587.19788,1303.619862,105.5596793,398.0989436,5.916076622,3.170646645,14.69852745,10.96633679,2012-07-11,"2012","KNA215_50","KNA215_50_2012",50,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",42,66,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-0.41548313740637,-0.518474964190968,0.102991826784598
"120","KNA215","8/16/2011","5",2731.539308,19.47126412,10.98134548,12526.99652,3581.644419,216.995037,137.95945475,13.7746987,5.762070482,31.49122626,29.08378415,2011-08-16,"2011","KNA215_5","KNA215_5_2011",5,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",42,70,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-0.472132745817968,-0.0694157199200677,-0.4027170258979
"121","KNA215","8/16/2011","50",6719.160172,5.450449383,7.925768541,8754.822866,1600.376684,154.8151984,384.3381688,5.430177209,3.359906342,13.91360949,11.41122121,2011-08-16,"2011","KNA215_50","KNA215_50_2011",50,"SWAN LAKE RD","REMOTE","Refuge Road","Gravel",42,66,0,"Evergreen Forest ","Forest"," Areas dominated by trees generally greater than 5 meters tall, and greater than 20% of total vegetation cover. More than 75 percent of the tree species maintain their leaves all year. Canopy is never without green foliage.  ","750 General Industrial","Federal","2","Industrial",-0.155452251275384,-0.61736754958325,0.461915298307866
"122","KNA90","7/12/2012","5",7024.243579,33.41714049,7.771028439,18879.53596,7074.092524,335.9300492,479.5285506,19.98651034,12.18345365,47.3546256,60.50977691,2012-07-12,"2012","KNA90_5","KNA90_5_2012",5,"STERLING HWY","REMOTE","State Highway","Paved",22,23,25," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.600018979779539,0.465134488659071,0.134884491120468
"123","KNA90","7/12/2012","50",3608.084181,7.970775861,19.53723912,3033.251001,1054.543544,52.2348941,865.3025,5.565879604,4.238167394,23.6261635,22.35254229,2012-07-12,"2012","KNA90_50","KNA90_50_2012",50,"STERLING HWY","REMOTE","State Highway","Paved",95,10,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.846274667486472,-0.453176150583687,-0.393098516902785
"124","KNA90","8/15/2011","5",5058.358408,26.42534611,14.98863276,16276.85038,6211.821618,297.5909646,468.7019821,17.26747982,19.65972985,38.49490558,52.54460503,2011-08-15,"2011","KNA90_5","KNA90_5_2011",5,"STERLING HWY","REMOTE","State Highway","Paved",22,23,25," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.279009542632328,0.482464431462319,-0.203454888829991
"125","KNA90","8/15/2011","50",3784.691955,8.445289667,17.2521603,3469.408888,1151.093983,56.15256969,786.0252221,5.442923053,5.864641619,25.35939692,23.03582837,2011-08-15,"2011","KNA90_50","KNA90_50_2011",50,"STERLING HWY","REMOTE","State Highway","Paved",95,10,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.766249970580066,-0.402048551382903,-0.364201419197163
"126","KNA90","8/16/2010","0",7046.412917,38.94118691,20.1033993,22741.27899,6833.368825,351.5766737,595.2130114,21.21077814,20.50167315,49.01362939,61.27366104,2010-08-16,"2010","KNA90_0","KNA90_0_2010",0,"STERLING HWY","REMOTE","State Highway","Paved",22,23,25," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.585708964333566,0.73880433115913,-0.153095366825564
"127","KNA90","8/16/2010","10",7453.067426,32.50090814,17.81476841,20421.10824,6780.113175,481.1092203,1079.107506,20.98637593,41.27606929,46.98844957,77.90414703,2010-08-16,"2010","KNA90_10","KNA90_10_2010",10,"STERLING HWY","REMOTE","State Highway","Paved",22,23,25," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.626002420250207,0.893850440699408,-0.267848020449201
"128","KNA90","8/16/2010","20",8086.137877,81.5178781,75.13490088,52203.98281,12446.34968,542.140089,983.9990258,50.45175613,22.38387237,127.2734505,118.5427363,2010-08-16,"2010","KNA90_20","KNA90_20_2010",20,"STERLING HWY","REMOTE","State Highway","Paved",22,23,25," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.984574730858042,1.54381571583727,-0.559240984979228
"129","KNA90","8/16/2010","40",4426.059411,12.38987343,19.95856288,6340.783645,2569.931696,109.0976028,1379.573566,10.83494837,6.177353248,45.6237214,38.69431455,2010-08-16,"2010","KNA90_40","KNA90_40_2010",40,"STERLING HWY","REMOTE","State Highway","Paved",95,10,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.253829330422542,0.114534192116322,-0.368363522538863
"130","KNA90","8/16/2010","5",5641.441707,26.70611775,15.83822685,17864.33806,5941.664437,312.4872107,458.6076839,18.97974704,17.34054421,40.56920643,55.11391047,2010-08-16,"2010","KNA90_5","KNA90_5_2010",5,"STERLING HWY","REMOTE","State Highway","Paved",22,23,25," Developed, Low Intensity ","Developed","Includes areas with a mixture of constructed materials and vegetation. Impervious surfaces account for 20 to 49 percent of total cover. These areas most commonly include single family housing units.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.343175946652577,0.517659685379284,-0.174483738726707
"131","KNA90","8/16/2010","80",5000.12592,8.856877483,20.51399949,3074.416839,1132.841432,69.08593179,1629.841155,0.2927099465,3.804589125,25.73285758,25.06567737,2010-08-16,"2010","KNA90_80","KNA90_80_2010",80,"STERLING HWY","REMOTE","State Highway","Paved",95,12,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.555165297780379,-0.616124988396284,0.0609596906159048
"132","KNA97","7/10/2012","5",8776.396434,24.3783785,15.59339861,18745.43138,5214.649152,216.3493437,283.4860745,15.09073247,28.97755557,32.60806275,43.4040113,2012-07-10,"2012","KNA97_5","KNA97_5_2012",5,"STERLING HWY","REMOTE","State Highway","Paved",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.627144933576177,0.381606357056257,0.24553857651992
"133","KNA97","7/10/2012","50",13913.6595,4.961208316,6.052601764,69652.27162,660.98683495,513.92433615,510.8374328,4.0813492675,1.560533349,11.20352405,10.2463813735,2012-07-10,"2012","KNA97_50","KNA97_50_2012",50,"STERLING HWY","REMOTE","State Highway","Paved",95,26,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","100 Residential Vacant","Federal","1","Residential Institutional",-0.0122190667622067,-0.348300503310447,0.33608143654824
"134","KNA97","8/15/2011","5",8158.454186,22.35906302,11.82298572,16335.554395,4679.285705,199.7745092,137.95945475,12.797074325,23.476799805,34.481840985,37.05767213,2011-08-15,"2011","KNA97_5","KNA97_5_2011",5,"STERLING HWY","REMOTE","State Highway","Paved",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.517253615347521,0.168684680601276,0.348568934746245
"135","KNA97","8/15/2011","50",17547.99598,4.201775861,5.263241842,91027.79144,793.1603746,765.0076219,599.2187969,4.544696304,1.939059801,12.93164769,12.46225986,2011-08-15,"2011","KNA97_50","KNA97_50_2011",50,"STERLING HWY","REMOTE","State Highway","Paved",95,26,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","100 Residential Vacant","Federal","1","Residential Institutional",0.258515829119954,-0.202005320321132,0.460521149441086
"136","KNA97","8/18/2010","0",5927.980181,33.54874856,18.33782209,22635.16225,8191.57252,384.8802906,393.8054664,23.24065194,18.59090904,44.78429627,62.41355156,2010-08-18,"2010","KNA97_0","KNA97_0_2010",0,"STERLING HWY","REMOTE","State Highway","Paved",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","500 Road Right of Way","StateDOT","3","RoadROW",0.537798232994752,0.663034422836959,-0.125236189842208
"137","KNA97","8/18/2010","10",21291.93258,23.64413373,18.32942199,18491.708,3974.777312,216.5252597,692.3154882,11.30428456,52.63686813,34.76689699,46.19362858,2010-08-18,"2010","KNA97_10","KNA97_10_2010",10,"STERLING HWY","REMOTE","State Highway","Paved",90,15,0,"Woody Wetlands ","Wetland"," Areas where forest or shrub land vegetation accounts for greater than 20 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","500 Road Right of Way","StateDOT","3","RoadROW",1.19190107404449,0.550663481665991,0.641237592378501
"138","KNA97","8/18/2010","20",4463.174785,2.730216385,2.110912199,3885.359299,450.2233023,56.60763573,236.5500884,0.2927099465,5.655261276,4.12915474,10.51433127,2010-08-18,"2010","KNA97_20","KNA97_20_2010",20,"STERLING HWY","REMOTE","State Highway","Paved",90,15,0,"Woody Wetlands ","Wetland"," Areas where forest or shrub land vegetation accounts for greater than 20 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","500 Road Right of Way","StateDOT","3","RoadROW",-1.09181844578215,-1.58857421576006,0.496755769977912
"139","KNA97","8/18/2010","40",2020.621296,1.265910843,1.075865842,1143.381166,35.33036646,59.63068532,21.51022965,0.2927099465,0.079730412,2.315820754,0.237959834,2010-08-18,"2010","KNA97_40","KNA97_40_2010",40,"STERLING HWY","REMOTE","State Highway","Paved",90,15,0,"Woody Wetlands ","Wetland"," Areas where forest or shrub land vegetation accounts for greater than 20 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","500 Road Right of Way","StateDOT","3","RoadROW",-2.94843814221746,-3.24378490314045,0.29534676092299
"140","KNA97","8/18/2010","5",100726.0267,211.2006278,128.2171448,219620.2071,50170.95166,2417.980078,4806.761014,150.5613365,195.5049711,355.7038794,439.9208776,2010-08-18,"2010","KNA97_5","KNA97_5_2010",5,"STERLING HWY","REMOTE","State Highway","Paved",95,34,0,"Emergent Herbaceous Wetlands ","Wetland"," Areas where perennial herbaceous vegetation accounts for greater than 80 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","500 Road Right of Way","StateDOT","3","RoadROW",3.64235313727152,2.94440151389401,0.697951623377511
"141","KNA97","8/18/2010","80",22949.18348,3.062463853,6.031717035,11809.27236,2626.049427,348.314154,407.2687328,6.384434746,5.272052499,6.045637152,32.02926047,2010-08-18,"2010","KNA97_80","KNA97_80_2010",80,"STERLING HWY","REMOTE","State Highway","Paved",90,36,0,"Woody Wetlands ","Wetland"," Areas where forest or shrub land vegetation accounts for greater than 20 percent of vegetative cover and the soil or substrate is persistently saturated with or covered with water.  ","100 Residential Vacant","Federal","1","Residential Institutional",1.04983398997653,-0.473458156904003,1.52329214688054
